Model Interval,10,169,4444,77777,123456
"(0, 10]",,61.27450980392157,,,
"(10, 20]",58.006535947712415,58.88188608776844,61.274509803921575,58.00653594771242,59.23202614379085
"(20, 30]",59.34873949579832,60.424836601307184,59.19798474945534,59.40709617180205,59.55882352941176
"(30, 40]",60.13071895424836,60.29411764705882,60.45751633986928,59.68954248366013,58.86891793754538
"(40, 50]",59.56625074272133,61.27450980392157,60.38398692810457,60.14887436456063,61.32897603485839
"(50, 60]",59.740377632534496,60.083061002178646,58.55119825708061,58.92907402195328,59.5291146761735
"(60, 70]",60.094408133623816,60.66176470588235,60.57635175282234,59.19798474945534,61.00217864923747
"(70, 80]",58.48635750596535,61.3562091503268,60.04901960784313,59.56706513014563,60.01633986928105
"(80, 90]",59.96732026143791,60.66176470588236,59.40709617180205,59.64052287581699,59.947739426349045
"(90, 100]",60.04901960784313,59.64052287581699,60.551784816490695,59.27287581699346,60.094408133623816
"(100, 110]",59.98217468805704,61.44957983193277,60.50290486564997,60.92047930283224,60.61348781937017
"(110, 120]",59.53302373581011,62.23739495798319,61.34940087145969,59.50435729847495,58.5171568627451
"(120, 130]",60.5392156862745,60.82887700534759,59.92647058823529,60.55737109658679,62.72953625894802
"(130, 140]",61.32897603485839,60.86601307189542,61.81372549019608,58.46609477124183,59.23202614379085
"(140, 150]",59.32280319535221,61.16310160427807,61.5546218487395,61.22782446311858,60.96813725490196
"(150, 160]",59.87394957983194,61.20717517776341,60.66176470588236,58.251633986928105,61.71218487394958
"(160, 170]",59.94128420599009,60.82887700534759,61.734360410831,58.14270152505446,58.41503267973856
"(170, 180]",60.97211611917494,60.35539215686274,59.26973353443942,56.50411679823445,61.68512859689331
"(180, 190]",60.20220588235294,61.88725490196078,58.13732656805413,59.36819172113289,59.55882352941176
"(190, 200]",60.44634759805038,58.560156518747846,55.4046179875459,59.55882352941176,58.65368077055384
"(200, 210]",56.734283625731,55.57615758854149,55.31260749914001,58.24518403852769,55.30711309865077
"(210, 220]",54.43948412698413,54.33878814683768,51.42439431913116,57.07278187928343,52.420313604524125
"(220, 230]",50.45378598010177,49.99696653330218,49.102199944305205,54.427827590366284,51.01655654287233
"(230, 240]",50.17037543353333,49.38673814531938,47.83732147472527,50.96124148755728,50.43013303847446
"(240, 250]",48.86790840738209,47.14799938152943,46.01355166572558,49.46203893572314,49.03492358735326
"(250, 260]",46.61100317493338,45.30222365626093,44.46033193859281,48.46196095624013,47.696615302222895
"(260, 270]",45.01593967626576,43.794353124063264,44.20427398688268,48.18754774637127,45.06168482617758
"(270, 280]",45.35774784221989,40.49443532202152,43.04016822757452,44.466403162055336,44.348767174854125
"(280, 290]",40.2864044168392,43.53315766359244,,,41.66666666666666
