Model Interval,FPS,GPU Frame Time,CPU Frame Time,Draw Calls,Total Frame Time,Model Count
"(0, 10]",61.27450980392157,0.71168,1.6666666666666667,116.0,16.333333333333332,10.0
"(10, 20]",58.88188608776844,1.1130879999999999,2.0,164.71428571428572,17.0,16.428571428571427
"(20, 30]",60.424836601307184,0.9512959999999999,3.7,378.8,16.6,26.1
"(30, 40]",60.29411764705882,1.1365376,3.7,378.4,16.6,35.8
"(40, 50]",61.27450980392157,9.939626666666667,5.333333333333333,648.0,16.333333333333332,46.666666666666664
"(50, 60]",60.083061002178646,10.615125333333333,5.583333333333333,686.9166666666666,16.666666666666668,55.083333333333336
"(60, 70]",60.66176470588235,10.488917333333333,6.25,757.5833333333334,16.5,65.5
"(70, 80]",61.3562091503268,11.681280000000001,6.583333333333333,809.8333333333334,16.333333333333332,75.41666666666667
"(80, 90]",60.661764705882355,6.126796799999999,6.9,971.3,16.5,85.3
"(90, 100]",59.64052287581699,3.390350222222222,7.444444444444445,1039.2222222222222,16.77777777777778,94.55555555555556
"(100, 110]",61.44957983193277,3.0744868571428574,8.857142857142858,1327.7142857142858,16.285714285714285,106.14285714285714
"(110, 120]",62.23739495798319,3.214208,9.125,1334.875,16.125,114.25
"(120, 130]",60.82887700534759,3.512413090909091,9.727272727272727,1467.1818181818182,16.454545454545453,125.0
"(130, 140]",60.86601307189542,5.658851555555556,10.88888888888889,1652.6666666666667,16.444444444444443,134.77777777777777
"(140, 150]",61.16310160427807,7.2995374545454546,11.181818181818182,1727.6363636363637,16.363636363636363,144.54545454545453
"(150, 160]",61.20717517776341,8.825856,11.461538461538462,1835.7692307692307,16.384615384615383,154.07692307692307
"(160, 170]",60.82887700534759,8.674955636363636,12.272727272727273,1978.8181818181818,16.454545454545453,164.0
"(170, 180]",60.35539215686274,9.238101333333333,12.166666666666666,1941.8333333333333,16.583333333333332,176.41666666666666
"(180, 190]",61.88725490196078,8.451754666666666,12.666666666666666,2053.1666666666665,16.166666666666668,186.16666666666666
"(190, 200]",58.560156518747846,9.042432,14.125,2308.625,17.125,195.625
"(200, 210]",55.57615758854149,10.273240615384614,15.384615384615385,2522.769230769231,18.076923076923077,206.07692307692307
"(210, 220]",54.33878814683768,9.939865600000001,15.9,2704.7,18.5,217.0
"(220, 230]",49.99696653330218,10.417664,17.125,2802.875,20.1875,224.9375
"(230, 240]",49.38673814531938,11.001173333333334,17.5,2916.3333333333335,20.38888888888889,235.38888888888889
"(240, 250]",47.14799938152943,11.86789052631579,18.736842105263158,3068.7368421052633,21.42105263157895,246.8421052631579
"(250, 260]",45.30222365626093,12.134692571428571,19.071428571428573,3210.0,22.142857142857142,256.85714285714283
"(260, 270]",43.794353124063264,12.136533333333333,19.666666666666668,3301.75,22.916666666666668,265.0833333333333
"(270, 280]",40.49443532202152,13.795942400000001,20.0,3323.6,25.0,274.2
"(280, 290]",43.53315766359244,12.034389333333332,20.0,3229.0,23.0,283.3333333333333
