Time Interval,4096,8192,16384,32768,65536
1-10,99.90893198449494,100.00400045799327,99.80792186392821,100.626748922389,56.53267977611652
11-20,99.81398387040984,99.91475844226134,100.11301378604006,89.83711724192169,88.24473572212916
21-30,99.4156498263986,99.22327776961428,99.90699061774455,88.48478582385842,73.24748889699444
31-40,99.8158050018659,99.60396036098149,99.72279825930052,79.93286320739463,71.6425139566696
41-50,99.7069118543125,99.91899667840391,101.0516794312188,83.57216502268496,52.923340488368034
51-60,100.00600053972207,100.6121225223953,99.72098650136988,84.8967559190763,67.86030462313443
61-70,100.00600065896714,99.61815049675036,99.84406463390005,84.39027025077641,61.230471366559655
71-80,99.16224957675205,98.67358439585499,100.43261187671442,99.60790204919537,66.96309958617628
81-90,99.70903229421282,99.81186355100205,99.12838807894029,74.63720490895582,55.62115276768593
91-100,99.48546553533753,99.70691191512736,98.74677588517805,90.45244259645855,62.866934434268025
101-110,100.41216352079921,100.80299471138474,99.50689180699894,82.47131174267693,56.079623992648955
111-120,100.03514902528245,100.64029809127052,100.33134659378376,84.83652221373272,72.17695616551364
121-130,100.52167722412591,99.71091219544537,98.98571820079849,84.86336872637989,74.1671563711378
131-140,100.61012226174378,99.40788194106696,100.21202359240462,95.17076687555718,70.3918418395186
141-150,100.72562862083797,99.90499053601575,99.50689180699894,84.7138856325166,82.3375541579976
151-160,99.50889200911288,100.40604076074824,100.01200359988914,83.82631439799152,46.395458953706736
161-170,100.20808202218834,99.50895089461258,96.88657096968367,94.90905216862043,79.94633910441009
171-180,101.04104027759584,100.41010227172322,99.41570854013244,75.3294134502773,44.345431751833985
181-190,100.30709188573564,100.30503045296761,100.00400039956307,94.91596445733816,78.5957434560413
191-200,99.60596056195536,100.3090309157302,104.31578458937224,94.80592172024448,62.40249222667671
201-210,99.1469359241931,100.31109234611358,99.60790199076519,77.94802959678051,78.27801953753344
211-220,99.81817042720351,100.00800091837121,96.17820579416009,85.26128222862731,72.23683154857528
221-230,100.01594522967284,100.20608188327678,100.30709194655051,78.15169744479104,59.87846113836703
231-240,99.41936499061495,99.71273819397393,100.1030103847401,70.20608550242913,44.884866198272455
241-250,99.31675527627218,99.80598049240851,99.60990218935439,82.99402914812131,81.27838551088003
251-260,100.51317370456545,99.52072164052244,100.41010227047576,80.31759044385375,85.3778486656272
261-270,99.81386375197592,99.40988214318091,99.80992218300707,80.88864175212333,53.59493949267259
271-280,100.11501404669157,99.7069118543125,100.01206225280812,79.71133907949726,52.864218330826475
281-290,100.92552362347004,98.34133401321442,99.80792192121835,74.5601288308952,50.169088591462184
291-300,100.26783818010749,100.11667836099902,100.34343571947153,94.26774810115262,69.05610720351596
