FPS,GPU Frame Time,CPU Frame Time,Draw Calls,Total Frame Time,Model Count
58.8235294117647,0.620544,2.0,143,17.0,12
62.5,0.751616,3.0,176,16.0,12
62.5,0.658432,3.0,236,16.0,12
62.5,0.661504,3.0,251,16.0,15
62.5,0.6502399999999999,3.0,264,16.0,15
62.5,0.66048,3.0,292,16.0,15
58.8235294117647,0.72704,2.0,315,17.0,19
58.8235294117647,0.7505919999999999,3.0,279,17.0,19
62.5,0.692224,3.0,338,16.0,20
58.8235294117647,0.780288,3.0,383,17.0,22
58.8235294117647,5.1292159999999996,2.0,408,17.0,23
58.8235294117647,0.756736,3.0,394,17.0,24
58.8235294117647,1.547264,3.0,412,17.0,24
58.8235294117647,1.6732159999999998,3.0,347,17.0,26
58.8235294117647,1.5697919999999999,2.0,308,17.0,26
58.8235294117647,2.138112,3.0,346,17.0,27
55.55555555555556,1.5196159999999999,2.0,327,18.0,27
62.5,1.485824,2.0,235,16.0,27
62.5,1.4878719999999999,2.0,260,16.0,28
55.55555555555556,0.7004159999999999,2.0,280,18.0,29
62.5,0.775168,2.0,373,16.0,29
62.5,0.8007679999999999,3.0,334,16.0,31
62.5,1.739776,3.0,326,16.0,33
62.5,0.9512959999999999,4.0,299,16.0,33
58.8235294117647,0.794624,3.0,311,17.0,34
58.8235294117647,1.528832,3.0,471,17.0,34
58.8235294117647,0.7372799999999999,2.0,320,17.0,35
62.5,2.097152,3.0,608,16.0,38
58.8235294117647,0.9656319999999999,3.0,515,17.0,39
58.8235294117647,1.700864,3.0,670,17.0,39
58.8235294117647,0.8243199999999999,2.0,462,17.0,41
62.5,1.946624,3.0,642,16.0,41
58.8235294117647,0.780288,5.0,587,17.0,42
66.66666666666667,1.8421759999999998,4.0,601,15.0,42
62.5,3.683328,5.0,637,16.0,46
58.8235294117647,2.914304,4.0,652,17.0,46
62.5,2.002944,4.0,594,16.0,46
58.8235294117647,1.668096,3.0,547,17.0,47
55.55555555555556,13.448191999999999,6.0,656,18.0,49
58.8235294117647,0.859136,4.0,695,17.0,50
62.5,12.776448,5.0,596,16.0,51
55.55555555555556,13.019136,6.0,654,18.0,51
62.5,4.866048,7.0,676,16.0,55
