FPS,GPU Frame Time,CPU Frame Time,Draw Calls,Total Frame Time,Model Count
62.5,9.824256,13.0,1698,16.0,132
58.8235294117647,10.786816,10.0,1678,17.0,132
58.8235294117647,11.08992,12.0,1600,17.0,134
62.5,4.938752,11.0,1657,16.0,135
58.8235294117647,9.485312,10.0,1566,17.0,135
62.5,8.692736,13.0,1903,16.0,136
62.5,9.120768,12.0,1806,16.0,137
58.8235294117647,3.851264,10.0,1623,17.0,138
55.55555555555556,10.261504,12.0,1937,18.0,142
58.8235294117647,10.679295999999999,11.0,1755,17.0,143
62.5,10.534912,12.0,1815,16.0,143
62.5,10.495999999999999,14.0,1915,16.0,144
58.8235294117647,11.012096,13.0,2037,17.0,146
58.8235294117647,5.694464,13.0,1999,17.0,147
62.5,10.293248,12.0,1734,16.0,147
55.55555555555556,10.353664,11.0,1849,18.0,147
58.8235294117647,10.242047999999999,12.0,1827,17.0,148
58.8235294117647,10.028032,13.0,2156,17.0,153
58.8235294117647,6.603776,13.0,2164,17.0,154
62.5,8.437759999999999,14.0,2030,16.0,155
58.8235294117647,10.263551999999999,12.0,2089,17.0,156
58.8235294117647,10.396671999999999,12.0,1892,17.0,157
62.5,9.950208,13.0,1938,16.0,157
58.8235294117647,9.668607999999999,12.0,2178,17.0,159
58.8235294117647,10.107904,13.0,2175,17.0,162
62.5,6.860799999999999,13.0,2092,16.0,162
62.5,9.178111999999999,13.0,2216,16.0,163
62.5,10.351616,13.0,2101,16.0,163
62.5,9.710592,12.0,1813,16.0,163
58.8235294117647,10.054656,12.0,2084,17.0,163
62.5,9.848832,13.0,2072,16.0,164
62.5,9.111552,13.0,1792,16.0,164
47.61904761904762,11.815935999999999,11.0,2284,21.0,165
62.5,9.921536,13.0,2227,16.0,166
58.8235294117647,9.745408,14.0,2236,17.0,166
58.8235294117647,11.311104,12.0,1955,17.0,169
58.8235294117647,4.745216,14.0,2257,17.0,170
62.5,10.164223999999999,13.0,1971,16.0,171
58.8235294117647,8.972287999999999,14.0,2208,17.0,172
62.5,9.156608,13.0,2248,16.0,172
58.8235294117647,9.777152,13.0,2351,17.0,172
58.8235294117647,9.562111999999999,13.0,2234,17.0,172
71.42857142857143,8.63232,14.0,2046,14.0,172
58.8235294117647,9.737216,12.0,2049,17.0,173
58.8235294117647,6.21568,13.0,2181,17.0,178
62.5,9.267199999999999,14.0,2484,16.0,178
58.8235294117647,8.848384,13.0,2098,17.0,179
58.8235294117647,9.145344,13.0,2381,17.0,180
62.5,9.238527999999999,13.0,2233,16.0,181
62.5,8.902656,12.0,2223,16.0,181
58.8235294117647,9.835519999999999,14.0,2284,17.0,182
62.5,10.63936,13.0,2214,16.0,182
58.8235294117647,7.5714559999999995,13.0,2267,17.0,183
58.8235294117647,8.464383999999999,14.0,2231,17.0,184
58.8235294117647,9.702399999999999,12.0,2206,17.0,186
58.8235294117647,8.018944,15.0,2513,17.0,189
58.8235294117647,10.469375999999999,15.0,2226,17.0,191
71.42857142857143,8.406016,15.0,2155,14.0,191
58.8235294117647,7.5775999999999994,14.0,2337,17.0,192
62.5,9.424896,15.0,2555,16.0,192
55.55555555555556,9.894912,14.0,2801,18.0,194
58.8235294117647,9.2928,13.0,2197,17.0,194
52.63157894736842,9.04192,14.0,2590,19.0,195
62.5,8.906752,17.0,2337,16.0,197
62.5,11.169792,13.0,1992,16.0,198
62.5,9.142272,17.0,2260,16.0,199
58.8235294117647,7.426048,14.0,2307,17.0,200
55.55555555555556,7.653376,13.0,2266,18.0,201
50.0,9.939968,15.0,2574,20.0,202
52.63157894736842,10.440704,17.0,2867,19.0,205
62.5,10.857472,14.0,2496,16.0,206
62.5,8.098816,16.0,2427,16.0,208
52.63157894736842,9.878528,14.0,2703,19.0,208
62.5,7.96672,18.0,2586,16.0,208
55.55555555555556,10.021887999999999,14.0,2552,18.0,210
47.61904761904762,11.060224,17.0,2877,21.0,213
55.55555555555556,11.792384,18.0,3020,18.0,214
47.61904761904762,11.034623999999999,19.0,2683,21.0,214
55.55555555555556,9.079808,16.0,2791,18.0,214
62.5,8.837119999999999,15.0,2360,16.0,215
55.55555555555556,10.162175999999999,16.0,2549,18.0,216
55.55555555555556,10.397696,16.0,2829,18.0,216
55.55555555555556,7.8325759999999995,15.0,2376,18.0,218
50.0,10.785791999999999,17.0,3008,20.0,222
47.61904761904762,11.302912,17.0,3005,21.0,222
55.55555555555556,10.697728,16.0,2653,18.0,226
55.55555555555556,9.793536,16.0,2616,18.0,226
52.63157894736842,11.385855999999999,18.0,2990,19.0,226
47.61904761904762,11.332607999999999,18.0,3198,21.0,227
45.45454545454545,12.541952,19.0,2790,22.0,227
52.63157894736842,9.655296,15.0,2747,19.0,227
47.61904761904762,9.36448,16.0,2761,21.0,228
47.61904761904762,11.814912,17.0,2726,21.0,228
41.666666666666664,10.4704,23.0,2987,24.0,229
50.0,6.603776,18.0,2752,20.0,229
50.0,10.955776,17.0,2924,20.0,229
52.63157894736842,11.183104,16.0,2748,19.0,229
55.55555555555556,8.876032,14.0,2362,18.0,229
50.0,12.552192,18.0,2644,20.0,230
55.55555555555556,9.718784,16.0,2722,18.0,230
47.61904761904762,11.35104,21.0,2601,21.0,231
45.45454545454545,12.481536,21.0,3498,22.0,231
50.0,10.200064,17.0,2709,20.0,232
55.55555555555556,10.843136,18.0,2971,18.0,232
52.63157894736842,8.997888,15.0,2561,19.0,232
50.0,11.254783999999999,17.0,2953,20.0,233
55.55555555555556,10.013696,16.0,2710,18.0,234
52.63157894736842,10.96192,16.0,2931,19.0,236
47.61904761904762,12.092416,20.0,3274,21.0,238
50.0,11.051008,17.0,2884,20.0,238
47.61904761904762,13.245439999999999,19.0,3376,21.0,239
50.0,11.650048,19.0,2977,20.0,239
52.63157894736842,11.122688,18.0,2854,19.0,239
47.61904761904762,11.149312,18.0,2994,21.0,240
47.61904761904762,11.527168,17.0,2988,21.0,240
47.61904761904762,12.234752,19.0,2959,21.0,241
47.61904761904762,11.884544,19.0,2794,21.0,241
50.0,11.118592,17.0,2816,20.0,242
47.61904761904762,10.687488,18.0,3014,21.0,242
52.63157894736842,10.678272,18.0,2863,19.0,243
50.0,10.69568,17.0,3044,20.0,244
50.0,10.229759999999999,15.0,2635,20.0,245
50.0,12.657663999999999,18.0,2976,20.0,245
47.61904761904762,11.52512,19.0,2984,21.0,246
50.0,12.478463999999999,18.0,3019,20.0,246
52.63157894736842,11.018239999999999,16.0,2494,19.0,246
50.0,11.098111999999999,18.0,3048,20.0,246
47.61904761904762,11.56608,18.0,2860,21.0,247
45.45454545454545,11.55584,18.0,3124,22.0,248
47.61904761904762,10.877951999999999,19.0,3063,21.0,248
45.45454545454545,11.157504,18.0,3083,22.0,248
52.63157894736842,10.975232,18.0,2967,19.0,251
47.61904761904762,11.344896,17.0,2940,21.0,251
52.63157894736842,10.10688,18.0,2712,19.0,252
45.45454545454545,12.348416,18.0,3151,22.0,252
45.45454545454545,11.219968,20.0,3252,22.0,252
45.45454545454545,13.088768,20.0,3505,22.0,253
45.45454545454545,11.557888,18.0,3057,22.0,253
47.61904761904762,11.507712,18.0,2938,21.0,254
47.61904761904762,12.155904,20.0,3198,21.0,255
45.45454545454545,10.981376,17.0,2725,22.0,255
41.666666666666664,11.645952,21.0,3115,24.0,256
47.61904761904762,13.094911999999999,19.0,3134,21.0,256
50.0,9.900032,16.0,2790,20.0,257
43.47826086956522,13.041663999999999,21.0,3528,23.0,257
47.61904761904762,11.131903999999999,19.0,3105,21.0,259
40.0,13.645824,19.0,3660,25.0,259
43.47826086956522,11.689983999999999,20.0,3290,23.0,261
45.45454545454545,11.783168,19.0,3176,22.0,262
43.47826086956522,12.34432,19.0,3271,23.0,262
47.61904761904762,12.551167999999999,21.0,3251,21.0,262
50.0,10.461184,17.0,2862,20.0,263
47.61904761904762,12.510207999999999,19.0,3166,21.0,264
45.45454545454545,11.836416,18.0,2806,22.0,264
43.47826086956522,11.846656,19.0,3243,23.0,264
47.61904761904762,11.674624,19.0,3198,21.0,266
45.45454545454545,11.926528,21.0,3117,22.0,267
41.666666666666664,14.405631999999999,21.0,3741,24.0,268
43.47826086956522,11.757568,19.0,3185,23.0,269
40.0,13.437952,20.0,3061,25.0,269
50.0,8.77056,18.0,2816,20.0,269
45.45454545454545,11.131903999999999,18.0,3083,22.0,269
40.0,14.330879999999999,20.0,3675,25.0,270
45.45454545454545,13.227008,19.0,2967,22.0,271
41.666666666666664,10.432512,19.0,3212,24.0,271
47.61904761904762,10.7776,19.0,3026,21.0,272
47.61904761904762,12.710911999999999,20.0,3407,21.0,275
41.666666666666664,12.562432,20.0,3408,24.0,275
50.0,11.019264,19.0,2879,20.0,276
43.47826086956522,11.700223999999999,20.0,3338,23.0,278
41.666666666666664,13.233151999999999,22.0,3741,24.0,281
43.47826086956522,13.018111999999999,20.0,3579,23.0,283
35.714285714285715,12.022784,20.0,3097,28.0,284
