4096,8192,16384,32768,65536
17.0,16.0,16.0,16.0,101.0
16.0,16.0,16.0,16.0,50.0
16.0,17.0,16.0,18.0,50.0
17.0,17.0,16.0,41.0,50.0
16.0,18.0,17.0,25.0,49.0
18.0,15.0,17.0,15.0,50.0
18.0,17.0,16.0,16.0,50.0
17.0,17.0,16.0,42.0,50.0
16.0,17.0,16.0,50.0,50.0
16.0,18.0,16.0,16.0,49.0
17.0,16.0,16.0,50.0,16.0
16.0,16.0,17.0,26.0,25.0
18.0,17.0,16.0,27.0,50.0
16.0,17.0,16.0,17.0,50.0
17.0,16.0,18.0,16.0,31.0
16.0,17.0,17.0,19.0,50.0
17.0,16.0,16.0,16.0,51.0
16.0,16.0,16.0,39.0,51.0
18.0,17.0,17.0,44.0,50.0
16.0,16.0,18.0,17.0,49.0
17.0,18.0,17.0,39.0,50.0
16.0,17.0,16.0,40.0,33.0
18.0,16.0,17.0,33.0,100.0
17.0,17.0,16.0,16.0,49.0
17.0,17.0,17.0,40.0,99.0
17.0,15.0,16.0,50.0,15.0
16.0,17.0,18.0,16.0,50.0
16.0,17.0,16.0,17.0,50.0
17.0,17.0,16.0,17.0,17.0
17.0,16.0,16.0,17.0,50.0
49.0,16.0,16.0,17.0,51.0
17.0,17.0,16.0,41.0,49.0
16.0,16.0,17.0,17.0,50.0
17.0,16.0,17.0,67.0,49.0
15.0,16.0,16.0,21.0,49.0
18.0,17.0,18.0,27.0,16.0
18.0,17.0,15.0,35.0,68.0
16.0,16.0,17.0,50.0,50.0
18.0,17.0,17.0,16.0,50.0
15.0,17.0,16.0,23.0,50.0
15.0,16.0,17.0,16.0,50.0
16.0,16.0,18.0,16.0,17.0
17.0,17.0,17.0,13.0,50.0
16.0,16.0,17.0,43.0,51.0
17.0,16.0,17.0,16.0,51.0
17.0,16.0,15.0,18.0,49.0
19.0,17.0,16.0,27.0,50.0
17.0,18.0,18.0,16.0,49.0
15.0,17.0,17.0,18.0,50.0
16.0,16.0,17.0,16.0,68.0
17.0,17.0,17.0,26.0,83.0
18.0,18.0,18.0,66.0,50.0
17.0,16.0,16.0,17.0,67.0
18.0,16.0,17.0,16.0,51.0
16.0,17.0,17.0,17.0,16.0
16.0,16.0,17.0,48.0,22.0
16.0,16.0,17.0,16.0,51.0
17.0,17.0,15.0,56.0,16.0
17.0,17.0,16.0,27.0,49.0
17.0,16.0,17.0,17.0,50.0
16.0,18.0,18.0,17.0,49.0
17.0,17.0,16.0,17.0,83.0
18.0,16.0,17.0,39.0,50.0
17.0,16.0,18.0,16.0,82.0
18.0,16.0,16.0,17.0,51.0
17.0,16.0,17.0,66.0,64.0
17.0,17.0,16.0,17.0,50.0
16.0,18.0,17.0,25.0,16.0
15.0,17.0,16.0,13.0,66.0
16.0,16.0,17.0,27.0,67.0
16.0,17.0,16.0,24.0,49.0
16.0,17.0,17.0,18.0,51.0
16.0,18.0,16.0,17.0,50.0
16.0,17.0,17.0,21.0,83.0
16.0,16.0,16.0,15.0,50.0
17.0,16.0,17.0,16.0,16.0
16.0,16.0,17.0,16.0,50.0
16.0,16.0,17.0,27.0,20.0
18.0,16.0,16.0,17.0,49.0
15.0,17.0,16.0,27.0,49.0
16.0,16.0,18.0,24.0,50.0
18.0,18.0,18.0,17.0,50.0
17.0,17.0,17.0,17.0,26.0
16.0,16.0,16.0,17.0,50.0
